,Seq#,ID#,Gender,M,R,F,FirstPurch,ChildBks,YouthBks,CookBks,DoItYBks,RefBks,ArtBks,GeogBks,ItalCook,ItalAtlas,ItalArt,Florence,Related Purchase,Yes_Florence,No_Florence,Name,Phone_No.,Address,Job
1829,1830,15091,1,165.0,34.0,7.0,64,0,0,3,1,0,2,0,0,0,0,0,2,0,1,Felicia Wagner,001-983-118-6020x828,"61500 Carla Mission Apt. 472
East Aaronberg, CT 34606",Herpetologist
1830,1831,15115,1,,24.0,9.0,42,2,1,2,0,0,0,1,0,0,1,0,2,0,1,Roger Jenkins,6986944996,"574 Kathryn Fords
Jasmineville, SC 24287",Chief Technology Officer
1831,1832,15119,1,188.0,16.0,2.0,18,0,1,1,0,0,0,1,0,0,0,0,1,0,1,Brett Burke,(606)276-5276x969,"5263 Sullivan Center Apt. 120
East Elizabethton, CO 51814",Database administrator
1832,1833,15123,1,185.0,6.0,2.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Sarah Johnson,769.431.1195,"647 William Coves Apt. 955
Chambersburgh, OR 94391",Hydrologist
1833,1834,15126,1,195.0,10.0,2.0,14,0,0,0,0,0,0,1,0,0,0,0,1,0,1,Sarah Kennedy,(821)698-5119x168,"11015 Holland Dam
Lake Robertside, WY 31817","Copywriter, advertising"
1834,1835,15127,0,187.0,32.0,11.0,88,2,1,2,2,1,0,0,2,2,1,0,5,0,1,Mrs. Candace Faulkner MD,459.981.5227x642,"Unit 7351 Box 7865
DPO AP 09934","Therapist, drama"
1835,1836,15148,1,261.0,,2.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Timothy Lopez,927.959.4988,"5527 Daniel Spur
Lake Jessica, MT 61080",English as a second language teacher
1836,1837,15150,1,156.0,,8.0,50,2,0,4,0,1,1,1,0,0,0,0,2,0,1,Ian Brown,(812)073-9481x7686,"296 Scott Estates Suite 975
East Leonard, VA 50514",Multimedia programmer
1837,1838,15155,1,114.0,6.0,1.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Mrs. Andrea Harris,+1-638-057-0028x670,"928 Stevens Knoll
Port Matthew, OK 19401",Event organiser
1838,1839,15158,1,322.0,30.0,2.0,36,1,0,0,0,0,1,0,0,0,0,0,1,0,1,Nathan Li,001-582-250-5154x93189,"PSC 9382, Box 1215
APO AP 42000",Social researcher
1839,1840,15164,0,69.0,16.0,2.0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Henry Oliver,648.652.7937x8435,"5940 Kayla Village Apt. 695
Lake Ann, AZ 17842",Orthoptist
1840,1841,15170,0,61.0,10.0,1.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,James Lopez,2982112042,"97139 Dunn Springs
Kristiefort, WI 82168","Designer, fashion/clothing"
1841,1842,15173,0,137.0,8.0,1.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Christie Castaneda,979-096-2810,"120 Teresa Lakes Apt. 984
Ryanberg, MD 40654",Textile designer
1842,1843,15184,1,262.0,10.0,2.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Anthony Sparks,1711563830,"7690 Tony Glens
Melanieport, FL 39798","Engineer, production"
1843,1844,15186,1,93.0,10.0,4.0,18,1,0,1,0,0,0,0,0,0,0,0,0,0,1,Jesus Mcpherson,+1-665-193-0666x5489,"395 Michelle Spur Apt. 994
Tylerstad, ID 34139",Outdoor activities/education manager
1844,1845,15195,1,156.0,12.0,2.0,20,0,1,0,0,0,0,1,2,0,0,0,3,0,1,Ryan Cortez,8738060616,"48708 Sharon Crest Apt. 126
Chanview, NY 28945",Paramedic
1845,1846,15200,1,,12.0,12.0,76,2,2,3,0,2,0,0,2,0,0,0,2,0,1,Sharon Ross,(015)850-3811x6032,"849 Michael Terrace
New Jamie, AL 09245",Chartered certified accountant
1846,1847,15204,1,326.0,26.0,5.0,48,0,0,0,1,1,0,0,1,0,0,0,1,0,1,George Soto,501.056.1745x556,"59739 Elizabeth Glens Suite 958
Lake Sarahfort, AL 01917",Land/geomatics surveyor
1847,1848,15211,0,328.0,24.0,3.0,40,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Doris Greene,800-909-0835,"42784 Oneal Road Suite 659
Laurafort, GA 42424","Surveyor, commercial/residential"
1848,1849,15218,1,190.0,34.0,7.0,48,2,0,5,0,0,0,1,0,0,0,0,1,0,1,Katherine Moore,136-256-8408x6164,"9965 Ruiz Rest
South Benjaminfurt, RI 49253",Recruitment consultant
1849,1850,15221,0,175.0,16.0,1.0,16,0,0,0,1,0,0,0,1,0,0,0,1,0,1,Kevin Porter,+1-782-481-5886,"321 Donald Dam Suite 512
West Karen, MO 78452",Fitness centre manager
1850,1851,15227,1,155.0,6.0,2.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Catherine Peters,097-306-1102x14685,"4229 Theresa Field Apt. 342
South Bethany, NC 38281",Human resources officer
1851,1852,15243,1,197.0,12.0,2.0,16,1,0,0,0,0,0,1,2,0,0,0,3,0,1,Kristina Ellison,904-955-7194,"8650 Kyle Common Apt. 975
Lake Jessica, RI 80105",Warehouse manager
1852,1853,15273,1,122.0,14.0,2.0,20,0,0,1,1,0,0,0,0,0,0,0,0,0,1,Brandon Collins,096.997.8783,"58678 Williams Shoals Apt. 608
Lake Kristaborough, AR 81465",Broadcast engineer
1853,1854,15277,0,,10.0,1.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Joshua Vincent,276-291-6185,"25156 Patrick Glen
West Desiree, NV 92612",English as a second language teacher
1854,1855,15293,1,90.0,6.0,2.0,12,0,0,0,0,0,1,0,0,0,0,1,1,1,0,Kristen Garner,+1-245-457-4967x32701,"51652 Fred Spur
New Wendytown, LA 47613","Teacher, primary school"
1855,1856,15296,1,216.0,14.0,1.0,14,0,0,0,0,1,0,0,0,0,0,1,0,1,0,Caitlin Davis,790.879.2819x452,"0277 Alan Lane
Torresport, MT 09106",Probation officer
1856,1857,15307,0,112.0,,2.0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Anne Clark DVM,492-301-6469x431,"172 Deanna Glen
Port Roger, SC 04655",Museum/gallery curator
1857,1858,15336,0,243.0,6.0,2.0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Jeffrey Gonzales,945-656-7857,"47981 Kennedy Motorway
Jennifermouth, MA 88610",Multimedia programmer
1858,1859,15337,1,174.0,10.0,2.0,12,0,0,0,0,0,0,1,0,0,0,0,1,0,1,Brian Jackson,3540935705,"336 Daniels Cliff Apt. 118
Oconnorview, IL 41140",Site engineer
1859,1860,15351,0,234.0,6.0,2.0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Catherine Hall,498-499-4992,"22335 Clarke Highway Apt. 075
Fergusonstad, MN 45317",Herpetologist
1860,1861,15355,0,174.0,4.0,7.0,32,0,2,1,0,2,1,1,0,0,0,0,2,0,1,William Waters,+1-698-048-7421x86624,"34419 Michelle Mountain Suite 096
Alexanderville, OK 70705","Pilot, airline"
1861,1862,15365,1,166.0,10.0,10.0,58,2,1,2,2,0,1,1,0,0,0,0,2,0,1,Lisa Marshall,+1-724-419-6588,"82872 Lee Villages Apt. 880
Lake Thomas, NC 63475",Ceramics designer
1862,1863,15376,1,185.0,20.0,4.0,38,0,1,1,1,0,0,0,0,0,0,0,0,0,1,Mario Maldonado DDS,541.486.1475x5873,"172 Tamara Radial
Mcmahonmouth, MD 99174","Engineer, civil (contracting)"
1863,1864,15378,1,357.0,4.0,8.0,28,1,1,2,0,0,0,3,0,0,0,0,3,0,1,Daniel Walker,(507)991-2124,"947 Gray Brooks Apt. 456
West Emilyland, MD 53536",Herbalist
1864,1865,15391,0,118.0,10.0,2.0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Amanda Baldwin,323.178.4181x550,"300 Lisa Club Suite 803
Morganburgh, OH 09773",Marketing executive
1865,1866,15393,1,188.0,10.0,1.0,10,0,0,0,0,0,0,1,0,0,0,0,1,0,1,Briana Meyer,+1-825-676-1399,"945 Heidi Lodge
East Jeremytown, VA 95012",Hydrographic surveyor
1866,1867,15395,1,157.0,16.0,1.0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Carlos Wagner,9718722250,"PSC 3767, Box 6082
APO AE 32164",Chartered public finance accountant
1867,1868,15398,1,362.0,16.0,11.0,48,1,0,1,3,0,0,0,0,0,0,0,0,0,1,Megan Parker,352-582-8492,"47450 Diaz Valleys
Leroyville, SC 77436",Field trials officer
1868,1869,15416,1,219.0,10.0,2.0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Michael Thompson,001-937-986-6843x142,"720 Miller Manors
Hardyland, WI 32051",Pathologist
1869,1870,15429,0,277.0,12.0,2.0,14,1,0,0,0,0,2,0,0,0,0,0,2,0,1,Justin Smith,(850)111-1374,"3138 Frederick Cove Apt. 256
Leachland, AZ 73728",Child psychotherapist
1870,1871,15432,0,190.0,,2.0,28,0,0,0,1,0,2,1,1,0,0,0,4,0,1,Michael Miller,+1-363-203-0334x328,"8363 Harold Point
New Kimberly, NV 34084","Research officer, political party"
1871,1872,15439,1,291.0,16.0,8.0,52,2,0,0,2,1,0,1,0,0,0,0,1,0,1,Eric Mills,513-348-1929x0042,"PSC 7250, Box 2940
APO AP 67734","Accountant, chartered certified"
1872,1873,15468,1,155.0,2.0,10.0,24,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Kenneth Franklin,298.139.9244,"45327 Daniel Junction
Johnsonmouth, NM 70810","Engineer, civil (contracting)"
1873,1874,15474,1,197.0,,2.0,36,0,1,1,0,0,0,1,2,0,1,0,4,0,1,Mario Barry,590.744.3156,"1405 Andrew Lodge Suite 966
Mcfarlandberg, DC 51758",Occupational therapist
1874,1875,15482,1,102.0,8.0,2.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Donald Hansen,+1-968-830-2432x7586,"9357 Andrew Prairie
Brianmouth, OR 76642",Paramedic
1875,1876,15485,1,207.0,10.0,1.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Monica Klein,122.069.9835,"75451 Rose Valley Suite 702
Lynnside, TX 18221","Designer, textile"
1876,1877,15490,1,380.0,22.0,6.0,54,2,0,1,1,0,0,0,0,0,0,0,0,0,1,Randy Fitzpatrick,+1-190-514-8188x8849,"9791 Gilbert Crescent Apt. 145
Brandiborough, FL 82167",Forensic scientist
1877,1878,15501,1,183.0,14.0,1.0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Jose Miller,927-949-1910x8091,"19145 Sims Lake Suite 752
Ericaborough, IL 84361",Charity officer
1878,1879,15514,0,302.0,30.0,7.0,52,1,0,1,2,0,1,0,0,0,0,0,1,0,1,Justin Coleman,+1-089-464-2801,"70350 Cox Terrace
East Howardview, GA 54974",Paramedic
1879,1880,15523,1,232.0,6.0,11.0,44,3,0,4,1,0,0,0,0,0,0,0,0,0,1,Tiffany King DDS,288-908-7643,"9635 Timothy Unions
Scottstad, NC 28431",Tax adviser
1880,1881,15535,0,301.0,14.0,11.0,46,3,0,2,3,2,0,0,0,0,0,0,0,0,1,Colleen Marks,001-024-393-1124x9068,"559 Carter Run
Port Tiffany, NV 72768",Database administrator
1881,1882,15536,1,270.0,16.0,5.0,40,1,1,2,0,0,0,0,0,0,0,0,0,0,1,Vincent Marks,(539)565-3096x206,"USCGC Atkinson
FPO AA 76415","Journalist, magazine"
1882,1883,15544,1,152.0,2.0,1.0,2,0,0,0,0,0,0,1,0,0,0,1,1,1,0,Benjamin Cortez,139-061-9088x8869,"Unit 4325 Box 4984
DPO AP 75226",Human resources officer
1883,1884,15562,0,189.0,14.0,4.0,34,0,1,1,0,0,1,1,0,0,0,1,2,1,0,Patricia Jones,122-846-0093x4659,"1932 Martinez Summit Suite 331
Jesustown, RI 29234","Education officer, community"
1884,1885,15563,1,242.0,10.0,2.0,14,0,0,1,0,0,0,2,0,0,0,0,2,0,1,Christine Henson,001-105-619-1189x02800,"9966 Spears Corner
Tammyborough, MT 71877","Surveyor, rural practice"
1885,1886,15581,1,410.0,10.0,9.0,60,2,0,3,1,1,0,1,0,0,1,1,2,1,0,Cynthia Salazar,+1-397-219-1980x41945,"30916 Jeffery Springs Suite 240
Kennethfort, NY 73489",Field trials officer
1886,1887,15582,0,261.0,16.0,2.0,22,1,0,0,0,0,1,0,0,0,0,0,1,0,1,Andrew Krueger,+1-828-766-1585x062,"391 Brian Field
Jacquelineville, FL 05853",Charity fundraiser
1887,1888,15593,1,151.0,6.0,4.0,24,0,0,1,1,0,1,0,0,0,0,0,1,0,1,Jason Salazar,852-928-9135x529,"Unit 6438 Box 9231
DPO AE 51305",Race relations officer
1888,1889,15625,1,36.0,6.0,2.0,12,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Jacqueline Rodriguez,(219)288-1015,"761 Kyle Garden
Jacobmouth, OR 54384",Youth worker
1889,1890,15633,0,125.0,4.0,7.0,20,0,0,1,2,0,0,0,0,0,0,0,0,0,1,Jennifer Gross,+1-690-235-1438,"USNS Moreno
FPO AP 59129",Retail merchandiser
1890,1891,15640,1,163.0,6.0,2.0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Elizabeth Boyd,+1-541-334-5603x28011,"95905 Rose Court Apt. 526
Orozcoville, NC 69212",Planning and development surveyor
1891,1892,15659,1,323.0,26.0,2.0,34,0,0,0,0,0,0,0,1,0,0,0,1,0,1,Andrew Hammond,001-171-624-9697,"888 Rivera Centers Apt. 206
Weaverborough, NJ 87340","Conservation officer, historic buildings"
1892,1893,15687,0,101.0,14.0,1.0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Kelly Rivera,001-593-934-3857x2806,"USNS Williams
FPO AP 84167",Architect
1893,1894,15693,1,64.0,14.0,2.0,16,0,0,0,1,1,0,0,0,0,0,1,0,1,0,Willie Taylor,663-466-9909,"0528 Wilson Route
Lake Anthonyburgh, AK 21136","Designer, exhibition/display"
1894,1895,15694,1,169.0,,11.0,36,3,0,2,2,1,0,0,0,0,0,0,0,0,1,Mark Evans,332.958.5365,"58927 Parker Crest
Hebertfurt, SD 91798",Broadcast presenter
1895,1896,15699,0,107.0,4.0,2.0,10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Douglas Sanchez,698.426.7001x51523,"54766 Stephanie Mountains
Jimenezton, WV 82595",Chartered accountant
1896,1897,15700,1,155.0,4.0,9.0,44,1,1,1,1,0,1,0,0,0,0,0,1,0,1,Sharon Kim,001-715-216-3417x7981,"40805 Freeman Drive Apt. 098
Courtneybury, NE 04550",Mental health nurse
1897,1898,15711,1,327.0,14.0,7.0,52,0,0,1,2,0,1,1,0,0,0,1,2,1,0,Scott Coleman,(465)571-1153,"13579 Marcus Ridges Apt. 785
West Frederickview, NH 39172","Engineer, structural"
1898,1899,15723,1,183.0,12.0,2.0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Michael Mcdonald,(240)817-8518x69497,"USS Garrison
FPO AE 68046",Analytical chemist
1899,1900,15724,1,230.0,16.0,,16,1,0,0,0,0,1,1,1,0,0,0,3,0,1,Jeanette Hill,001-229-936-5790x0332,"95701 Jessica Skyway
Port Jacquelineshire, LA 80645","Programme researcher, broadcasting/film/video"
1900,1901,15725,0,450.0,16.0,11.0,42,2,2,3,3,1,0,1,1,0,1,0,3,0,1,David Johnson,878-702-6980x80687,"USS Cooper
FPO AE 05107",Insurance underwriter
1901,1902,15735,1,259.0,,,6,0,0,0,0,0,0,1,0,0,0,0,1,0,1,Chad Robinson,+1-210-623-8653x24635,"57269 Munoz Springs
Joshuafort, SC 74246","Nurse, adult"
1902,1903,15749,1,226.0,22.0,3.0,32,1,1,0,1,0,0,0,0,0,0,0,0,0,1,Brooke Davis,+1-930-551-9585x223,"5207 Kristine Flats Apt. 533
West Andrew, MS 80687","Investment banker, corporate"
1903,1904,15753,1,247.0,14.0,12.0,60,3,0,5,0,2,0,0,0,0,1,0,1,0,1,Jacob Reynolds,001-580-837-4643,"2904 Joshua Port Suite 207
South Jennifer, TN 05742",Chief of Staff
1904,1905,15754,1,76.0,8.0,2.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Evan Buckley,(492)683-1336,"0107 Rebecca Rue
Smithstad, AR 01996",Petroleum engineer
1905,1906,15777,1,352.0,36.0,10.0,60,1,1,7,0,0,0,1,0,0,1,0,2,0,1,Gregory Walker,001-907-639-8126x6686,"012 Michael Expressway Apt. 178
Matthewfort, LA 81119","Teacher, special educational needs"
1906,1907,15787,0,309.0,,2.0,20,1,0,0,1,0,0,0,0,0,0,0,0,0,1,Jennifer Torres,001-204-474-1483x09143,"474 Traci Grove
Lake Brianberg, HI 79184","Engineer, petroleum"
1907,1908,15802,1,271.0,36.0,,82,1,1,4,0,1,0,0,0,0,0,0,0,0,1,Sierra Murray,(795)792-9006,"30557 Alexandra Shoal Apt. 207
Walshside, MT 72983",Music tutor
1908,1909,15803,1,285.0,28.0,1.0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Jeffrey Lewis,(225)240-3599x84478,"357 Bennett Islands
South Madelineport, VA 96069",Quantity surveyor
1909,1910,15809,1,306.0,16.0,7.0,34,2,1,1,0,0,0,0,0,0,0,0,0,0,1,Carol Thompson,486.117.4205x61777,"49699 Paul Street
New Sandra, NV 80844",Clinical cytogeneticist
1910,1911,15812,0,286.0,4.0,2.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Mark Mckee,001-023-092-9480,"076 Bradley Cove
South Carlos, PA 64270",Waste management officer
1911,1912,15830,0,221.0,14.0,1.0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Richard Weber,+1-301-755-9330x4095,"028 Reyes Dam
Josephside, AR 15664",Control and instrumentation engineer
1912,1913,15847,0,380.0,12.0,,70,4,0,2,2,0,0,0,0,0,0,0,0,0,1,Jose Fields,+1-534-584-0775x372,"57421 Young Stream Apt. 952
Mckinneybury, NV 05242","Scientist, audiological"
1913,1914,15858,0,148.0,26.0,2.0,30,0,0,2,0,0,0,0,0,0,0,0,0,0,1,Mario Bates,+1-185-711-4800x208,"80423 Nicholas Ridges
Stevenstad, CT 00786",Technical sales engineer
1914,1915,15860,1,211.0,8.0,2.0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Danny Smith,765-704-3743x18935,"203 Juan Locks Suite 255
Christophershire, MS 00600",Prison officer
1915,1916,15868,1,202.0,30.0,1.0,30,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Alexandra Fuller,122.912.9820x9831,"136 Thompson Island
North Denisefort, MI 60897","Social research officer, government"
1916,1917,15874,1,277.0,,3.0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Charles Atkins,(888)254-0844x207,"857 Castillo Extension Apt. 334
West Mariafort, CO 27394",Web designer
1917,1918,15891,1,326.0,,8.0,42,0,0,0,2,0,0,0,0,0,1,0,1,0,1,Rachel Nelson,001-910-401-5181,"009 Brenda Street
Lake Ashleyport, AK 40038",Sports therapist
1918,1919,15894,0,273.0,6.0,12.0,60,2,0,4,1,2,0,0,0,0,1,0,1,0,1,Cindy Wolfe,595.440.1092x7492,"5965 Anderson Course Apt. 174
Kaufmanstad, NY 44852",Biomedical scientist
1919,1920,15896,0,220.0,24.0,1.0,24,0,0,1,0,0,0,0,1,0,0,0,1,0,1,Matthew Phillips,001-986-462-3266x478,"0431 Jason Forks
Martinbury, AZ 07800","Pilot, airline"
1920,1921,15899,1,232.0,12.0,3.0,24,0,2,0,0,0,0,0,0,0,0,0,0,0,1,Heather Shepard,+1-597-811-6978x92166,"8305 Brittney Trail Suite 190
Frazierside, MD 41337",Local government officer
1921,1922,15915,1,222.0,8.0,2.0,12,0,0,0,0,0,1,1,0,0,0,0,2,0,1,Kimberly Bradley,583-443-0977,"3348 Hardin Prairie Suite 044
Port Alexandria, TN 22187",Air broker
1922,1923,15917,1,109.0,6.0,1.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Nicholas Carroll,694.561.0932,"12989 Jackson Ville
Lopezborough, IN 48705",Tax adviser
1923,1924,15947,1,235.0,26.0,1.0,26,0,1,0,0,0,0,1,0,0,0,0,1,0,1,Nicholas Miranda,011.606.4154,"305 Ashley Viaduct Suite 308
West Isabel, CA 90227",Publishing rights manager
1924,1925,15950,1,146.0,6.0,6.0,32,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Susan Tucker,011.203.1661x52702,"840 Ashlee Lights Suite 788
West Joshuahaven, MA 66229",Set designer
1925,1926,15964,1,130.0,2.0,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Andrew Johnson PhD,377.805.2441x3421,"22941 Patricia Trace
South Scott, PA 33936",Control and instrumentation engineer
1926,1927,15967,1,132.0,4.0,1.0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,1,Derek Lee,(143)770-2001x82119,"31435 Carrie Summit
West Keithfurt, VT 88407",Retail manager
1927,1928,15973,1,91.0,16.0,2.0,24,0,1,0,0,1,0,0,0,0,0,0,0,0,1,Kaitlin Craig,803-662-5736,"Unit 8950 Box 9690
DPO AP 98871",Clinical molecular geneticist
1928,1929,15974,0,152.0,26.0,2.0,30,1,0,1,0,0,1,0,0,0,0,0,1,0,1,Denise Smith,+1-855-127-8385x945,"858 Ramirez Shores Apt. 877
Peterborough, RI 95167",Production manager
1929,1930,15989,1,171.0,2.0,2.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Alexis Adams,539.545.9136x03585,"138 Martinez Well Apt. 446
East Vincentville, WV 87666",Herpetologist
1930,1931,16001,1,,16.0,2.0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Robert Dougherty,415.758.5371,"50257 Karen Squares
Christopherside, NM 89904",Colour technologist
1931,1932,16010,1,249.0,12.0,1.0,12,0,0,0,0,0,0,1,0,0,0,0,1,0,1,Danielle Schmidt,(640)734-7889x31957,"6409 Natalie Divide Suite 506
Lake Shane, NJ 67691","Surveyor, planning and development"
1932,1933,16015,1,163.0,10.0,5.0,20,2,0,0,0,1,0,0,0,0,0,0,0,0,1,Andrea Nelson,+1-943-233-5175x68947,"2349 Angel Green Apt. 788
Lake Heather, TX 99147",Radio broadcast assistant
1933,1934,16025,1,102.0,16.0,2.0,24,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Susan Carrillo,(639)646-2456x53854,"8825 Barron Gateway Suite 587
Lake Brandonton, NJ 36696",Rural practice surveyor
1934,1935,16032,1,198.0,14.0,2.0,16,0,0,0,1,1,0,0,0,0,0,0,0,0,1,Adam Vargas,228.379.6208,"039 Matthew Rue
Rileymouth, RI 24745",Manufacturing engineer
1935,1936,16036,0,239.0,4.0,5.0,16,0,0,0,1,1,0,0,0,0,0,0,0,0,1,Ryan Jimenez,+1-867-040-4427,"850 Riley Ranch
Mcguirestad, WA 91484","Psychotherapist, dance movement"
1936,1937,16044,1,134.0,10.0,1.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Pamela Sanchez,+1-589-418-3562x1287,"65625 Helen Fall Apt. 376
North Stephenland, TX 38337",Tax adviser
1937,1938,16051,1,402.0,18.0,7.0,52,3,1,2,0,1,0,2,0,0,0,1,2,1,0,John Carlson,0520696548,"14818 Scott Skyway
Cynthiaberg, AR 31537",Estate manager/land agent
1938,1939,16052,1,242.0,32.0,3.0,46,1,0,2,0,0,0,2,0,0,0,0,2,0,1,Deanna Vang,456.723.5979,"Unit 2833 Box 2729
DPO AP 63452",Community development worker
1939,1940,16055,0,117.0,12.0,2.0,14,0,0,0,0,0,0,0,1,0,0,0,1,0,1,Latasha Nelson,507-360-3325x348,"019 Savannah Plaza Apt. 945
East Ralph, ND 47246",Firefighter
1940,1941,16072,1,285.0,,2.0,24,0,1,0,0,1,0,0,0,0,0,0,0,0,1,Jay Patel,001-909-027-3406x982,"693 Lynch Rue
Teresabury, UT 56273",English as a second language teacher
1941,1942,16073,0,131.0,14.0,2.0,20,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Paul Marshall,075-052-6918,"9346 Morgan Mission Suite 538
Danahaven, OH 60459","Teacher, secondary school"
1942,1943,16074,1,343.0,,12.0,68,3,1,2,1,1,0,2,0,0,0,1,2,1,0,Dr. Sonia Murphy PhD,4623056311,"958 Cooke Crossroad
Edwardschester, MS 63181",Commissioning editor
1943,1944,16082,1,33.0,34.0,2.0,38,0,0,1,0,1,0,0,0,0,0,0,0,0,1,Mark Lee,(505)557-7759x5752,"56802 Theresa Locks
Owensbury, AZ 74635",General practice doctor
1944,1945,16087,1,164.0,14.0,1.0,14,0,1,0,0,0,2,0,0,0,0,1,2,1,0,Renee Underwood,+1-151-372-2052,"5795 Austin Harbor
Port Patriciastad, NH 04772","Engineer, water"
1945,1946,16088,1,169.0,16.0,2.0,22,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Brian Zhang,(458)530-5936,"0858 Martin Mountains Suite 780
Port Whitneytown, MA 97531",Health and safety adviser
1946,1947,16094,1,316.0,16.0,4.0,28,0,0,2,0,0,0,1,0,0,0,1,1,1,0,Andrea Scott DVM,001-948-072-5347,"442 Crystal Parkway
New Juanburgh, NE 10238",Systems developer
1947,1948,16112,0,316.0,36.0,2.0,42,0,0,2,0,0,0,1,0,0,1,1,2,1,0,Aaron Macdonald,620.324.2425x0822,"94848 Ray Spur Suite 386
Vasquezborough, CT 10689","Engineer, control and instrumentation"
1948,1949,16121,0,287.0,10.0,1.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Alan Humphrey,+1-634-343-0274,"36871 Short Forks
South Julie, AL 14282",Actor
1949,1950,16128,1,271.0,14.0,2.0,16,1,0,0,0,0,2,0,0,0,0,0,2,0,1,Tom Johnston,030.062.9290x66797,"411 Reyes Hill Suite 148
Cookmouth, KS 57480",Print production planner
1950,1951,16142,1,243.0,20.0,1.0,20,1,0,0,0,0,2,0,0,0,0,0,2,0,1,Elaine Everett,+1-618-789-3260x61565,"PSC 9111, Box 3678
APO AP 78057",Translator
1951,1952,16150,1,286.0,14.0,10.0,66,2,2,3,1,0,0,0,0,0,0,0,0,0,1,Edward Rowe,264-069-0467,"099 Robinson Courts
Lake Vanessa, NJ 09178",Soil scientist
1952,1953,16161,1,233.0,,2.0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Samantha Evans,+1-429-522-8566x132,"714 Adrian Glens Apt. 378
South Laurenfort, NH 93023","Scientist, research (maths)"
1953,1954,16173,0,426.0,6.0,9.0,34,0,0,2,1,0,0,2,0,0,0,0,2,0,1,Kristina Larson,405.257.8978x4004,"41978 Makayla Point
Ericborough, IN 22184",Writer
1954,1955,16181,1,215.0,10.0,1.0,10,0,0,0,0,0,2,0,0,0,0,0,2,0,1,Christopher Escobar,3968397183,"642 Deanna Mountain
Andrewshire, UT 76187","Journalist, broadcasting"
1955,1956,16185,1,85.0,18.0,1.0,18,0,0,0,0,0,2,0,0,0,0,0,2,0,1,Ryan Tucker,001-824-774-2783x99772,"35038 Megan Pike
Wallacemouth, NJ 74190",Chartered management accountant
1956,1957,16190,1,197.0,16.0,3.0,28,1,0,0,0,1,0,1,0,0,0,1,1,1,0,Heather Marshall,(074)570-4956x9775,"PSC 2259, Box 5942
APO AE 39008","Journalist, broadcasting"
1957,1958,16199,1,353.0,16.0,9.0,42,1,0,2,2,3,0,1,0,0,0,1,1,1,0,Brenda Wilson,030-275-6072x9948,"9656 Brown Shoals
South Maryhaven, NH 91261","Runner, broadcasting/film/video"
1958,1959,16215,1,152.0,14.0,10.0,34,4,0,1,0,2,0,0,0,0,0,0,0,0,1,Edward Jenkins,439-658-8508,"661 Carl Course
New Anna, IN 28355",Animal technologist
